"TimeCreated","ProviderName","Id","LevelDisplayName","Message"
"05/18/2026 2:19:22 AM","Microsoft-Windows-WindowsUpdateClient","19","Information","Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.449.669.0) - Current Channel (Broad)"
"05/18/2026 2:09:07 AM","TPM","18","Information","This event triggers the Trusted Platform Module (TPM) provisioning/status check to run."
"05/18/2026 2:08:59 AM","Microsoft-Windows-WHEA-Logger","17","Warning","A corrected hardware error has occurred.

Component: PCI Express Legacy Endpoint
Error Source: Advanced Error Reporting (PCI Express)

Primary Bus:Device:Function: 0x1:0x0:0x0
Secondary Bus:Device:Function: 0x0:0x0:0x0
Primary Device Name:PCI\VEN_10DE&DEV_2860&SUBSYS_0BF91028&REV_A1
Secondary Device Name:"
"05/18/2026 2:08:59 AM","Microsoft-Windows-WHEA-Logger","17","Warning","A corrected hardware error has occurred.

Component: PCI Express Legacy Endpoint
Error Source: Advanced Error Reporting (PCI Express)

Primary Bus:Device:Function: 0x1:0x0:0x0
Secondary Bus:Device:Function: 0x0:0x0:0x0
Primary Device Name:PCI\VEN_10DE&DEV_2860&SUBSYS_0BF91028&REV_A1
Secondary Device Name:"
"05/18/2026 2:08:59 AM","Microsoft-Windows-WHEA-Logger","17","Warning","A corrected hardware error has occurred.

Component: PCI Express Legacy Endpoint
Error Source: Advanced Error Reporting (PCI Express)

Primary Bus:Device:Function: 0x1:0x0:0x0
Secondary Bus:Device:Function: 0x0:0x0:0x0
Primary Device Name:PCI\VEN_10DE&DEV_2860&SUBSYS_0BF91028&REV_A1
Secondary Device Name:"
"05/18/2026 2:08:57 AM","Microsoft-Windows-Wininit","18","Information","VBS Key Isolation was started and will protect VSM-isolated keys."
"05/18/2026 2:08:57 AM","Microsoft-Windows-Wininit","19","Information","Virtualization Based Security new timer creation status

HRESULT: The operation completed successfully.
New latch timer needed: false
New latch timer waiting for system update completion: false
Previous latch timer exists but disabled by registry: false
Policy file exists: false
"
"05/18/2026 2:08:53 AM","BTHUSB","18","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup."
"05/18/2026 2:08:48 AM","MEIx64","2","Information","Intel(R) Management Engine Interface driver has started successfully."
"05/18/2026 2:08:39 AM","Microsoft-Windows-Kernel-Power","41","Critical","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
"05/18/2026 2:08:58 AM","EventLog","6008","Error","The previous system shutdown at 1:07:16 AM on ‎5/‎18/‎2026 was unexpected."
"05/18/2026 2:08:35 AM","Microsoft-Windows-Hyper-V-Hypervisor","2","Information","Hypervisor scheduler type is 0x4."
"05/18/2026 2:08:35 AM","Microsoft-Windows-Kernel-Boot","18","Information","There are 0x1 boot options on this system."
